date,url,tags,au_url,au_id,title,description,year
2005-09-20,alaprintstyles,browsers;css;layout-grids,emeyer,Eric Meyer,ALA’s New Print Styles,"Print away, you fiends! Eric Meyer presents the ALA 4.0 print styles and discusses the challenge of translating a complex screen layout into a well-designed and useful printed page.",2005
2005-09-20,improvingprint,css;javascript;usability,agustafson,Aaron Gustafson,Improving Link Display for Print,"Some time ago, Eric Meyer showed you how to add URIs to the printed version of your pages using print styles. Sometimes, though, too many inline URIs can make pages hard to read. Aaron Gustafson comes to the rescue with a JavaScript add-on that’ll have you loving your linkage again.",2005
2005-09-05,hiresprinting,css;html;interaction-design,rosshoward,Ross Howard,High-Resolution Image Printing,"Your client looks up and says, “Why does our logo look funny when we print the pages?” Do you sigh dramatically, or learn about Ross Howard’s technique for printing high-resolution images via CSS? We vote for option B.",2005
2005-09-05,jslogging,javascript,davidmiller,David F. Miller,JavaScript Logging,"Debugging got you down? Weep no more. David F. Miller introduces fvlogger, a script library that brings simple logging functionality to JavaScript and the browser and makes your life easier and more fun.",2005
2005-08-22,ala40,css;writing;brand-identity;graphic-design,zeldman,Jeffrey Zeldman,A List Apart 4.0,"From the crown of its cranium to the tips of its Ruby-slippered toes, A List Apart 4.0 is both old and new.",2005
2005-08-22,beyourownclient,business;industry;graphic-design,coudal,Jim Coudal,"When You Are Your Own Client, Who Are You Going To Make Fun Of At The Bar?",Should your blog have a business? Jim Coudal shares insights into the adventure of transitioning from client services to product creation.,2005
2005-08-22,pdf_accessibility,accessibility,joeclark,Joe Clark,Facts and Opinions About PDF Accessibility,"PDF accessibility is not as straightforward as HTML accessibility. But it can be done, if you put the same care into marking up your PDFs that you put into marking up websites.",2005
2005-05-24,complexdynamiclists,css;javascript;usability,chrisheilmann,Christian Heilmann,Complex Dynamic Lists: Your Order Please,Help your site’s visitors reach their goals quickly with a dynamic menu that takes its cue from the Mac OS X Finder.,2005
2005-05-17,customdtds2,html,thew3c,The W3C QA Group,More About Custom DTDs,"Your web page uses non-standard elements, so, following the advice of earlier ALA articles, you bang out a custom DTD to make sure your document still validates. Not so fast, says the W3C’s Quality Assurance team, who argue that crafting a custom DTD for the sole purpose of validation is a mistake … and then tell when it is the right thing to do.",2005
2005-03-30,sprucemaps,css;html;layout-grids,kimsiever,Kim Siever,Spruced-Up Site Maps,The clean-n-simple site map gets a nice haircut and and a shoe-shine as Kim Siever shows us how to hook custom bullet styles to troublesome nested lists.,2005
2005-03-30,hybrid,browsers;css;javascript;layout-grids,ericshepherd,Eric Shepherd,Hybrid CSS Dropdowns,"Yup. It’s yet another CSS dropdown article — but one that resolves many problems associated with common dropdown methods and degrades beautifully. Hybrid CSS dropdowns allow access to all pages, keep the user aware of where she is within the site, and are clean and light to boot. It’s a tasty little vitamin pill, so quit sighing and try it.",2005
2005-03-02,tamingscope,business;project-management;information-architecture,normcarr;timmeehan,Norm Carr;Tim Meehan,Use Cases Part II: Taming Scope,"The use-case model can be a powerful tool for controlling scope throughout a project’s life cycle. Because a simplified use-case model can be understood by all project participants, it can also serve as a framework for ongoing collaboration and a visual map of all agreed-upon functionality. Use it to plan, to negotiate, and to prevent scope creep.",2005
2005-02-16,layeredfudge,css;layout-grids,nandinidoreswamy,Nandini Doreswamy,Bulleted Lists: Multi-Layered Fudge,"A passion for web standards can become a broken heart when effects that are easy to achieve with table layouts seem to defy the earnest CSS- and markup-conscious designer. Fortunately, new ALA author Nandini Doreswamy loves a challenge. Here she shows how to create two columns of bulleted lists in the flow of text.",2005
2005-02-01,customdtd,html,j.davideisenberg,J. David Eisenberg,Validating a Custom DTD,"In his article in this issue, Peter-Paul Koch proposes
adding custom attributes to form elements to allow triggers for specialized
behaviors. The W3C validator won’t validate a document with these
attributes, as they aren’t part of the XHTML specification.  Not to worry! This article will show you how to create a custom DTD that will add those
custom attributes, and will also show you how to validate documents that use those new attributes.",2005
2005-02-01,scripttriggers,javascript,peterpaulkoch,Peter-Paul Koch,JavaScript Triggers,"Now that you’ve separated your website’s (XHTML) structure from its (CSS) presentation, wouldn’t it be great to similarly abstract the behavioral (JavaScript) layer from the others? ALA prodigal Peter-Paul Koch shows how to use JavaScript Triggers to do just that.",2005
2005-01-25,whatstheproblem,information-architecture,normcarr;timmeehan,Norm Carr;Tim Meehan,What’s the Problem?,"Freud asked, “What does a user really want?” Ten-plus years into web development, we still don’t know. One of the biggest problems in creating and delivering a site is how to decide, specify, and communicate exactly what we’re building and why. Use cases can help answer these questions by providing a simple, fast means to decide and describe the purpose of your project. In this quick-reading article, Messieurs Carr and Meehan introduce use cases and their, uh, uses.",2005
2005-01-18,wayitssupposedtowork,css;html;javascript;community,erinkissane,Erin Kissane,The Way It’s Supposed to Work,Groundbreaking accessibility information. Project management and information architecture theory from old-school experts. Plug-and-play solutions to universal design and development problems. Experimental CSS/DOM hacks that use non-semantic elements to do funky design tricks. One of these things is not like the others…which is why we’re introducing a tiny new feature to the magazine.,2005
2005-01-11,crosscolumn2,css;layout-grids,danielm.frommelt,Daniel M. Frommelt,Cross-Column Pull-Out Part Two: Custom Silhouettes,The cross-column pull-out gave us a new technique for marking up a layout with a pull-out positioned between columns. Now we examine a variation of the technique for wrapping around the edges of a non-rectangular image positioned between columns.,2005
2005-01-11,lowvision,browsers;css;graphic-design;layout-grids;typography-web-fonts;accessibility,joeclark,Joe Clark,"Big, Stark & Chunky","You’ve designed for the screen and made provision for blind, handheld, and PDA browser users. But what about low-vision people? Powered by CSS, “zoom” layouts convert wide, multicolumn web pages into low-vision-friendly, single column designs. Accessibility maven Joe Clark explores the rationale and methods behind zoom layouts. Board the zoom train now!",2005
2004-12-21,crosscolumn,css;layout-grids,danielm.frommelt,Daniel M. Frommelt,Cross-Column Pull-Outs,"Print designers like to wrap text around images that sit between columns. Now you can, too. Daniel Frommelt takes us where no web layout has gone before.",2004
2004-11-19,bodyswitchers,css;html;javascript;accessibility;interaction-design,andyclarke;jamesedwards,Andrew Clarke;James Edwards,Invasion of the Body Switchers,"Wouldn’t it be great if we could update the classic ALA style switcher to accommodate multiple users and devices, including some that aren’t even traditional browsers, all from a single JavaScript and CSS file? Well, now we can! Enter the Body Switcher.",2004
2004-08-31,pocket,browsers;css;layout-grids;mobile-multidevice;accessibility,jorunnd.newth;elikaetemad,Jorunn D. Newth;Elika Etemad,Pocket-Sized Design: Taking Your Website to the Small Screen,"Among the many websites that are out there, few are standards-compliant. Among those few, only a handful sport style sheets adjusted to the needs of handheld devices. Of those which do offer styling for handhelds, not all will fit the smallest, lowest-resolution screens  without presenting the user with the ultimate handheld horror: namely, horizontal scrolling. This article presents a set of general suggestions for creating a handheld-friendly style sheet that works well even on handheld screens no wider than 120px.",2004
2004-08-10,invoices,business,kevinpotts,Kevin Potts,Better Invoices for Better Business,"Invoices that obfuscate information, incorrectly state terms or arrive incomplete can be a massive headache for all parties.  Strategic timing and attractive presentation are also important, as they can help “soften the blow” by making your invoice seem less like a stale demand for money and more like a friendly letter.",2004
2004-08-10,searchhighlight,javascript;usability,briansuda;mattriggott,Brian Suda;Matt Riggott,Enhance Usability by Highlighting Search Terms,Google’s cache offers users a copy of your website with their search terms highlighted. You can do the same thing and make it easier for users to find what they’re looking for — whether they’re coming from an external search engine or your own site search — by making their search terms easy to spot.,2004
2004-08-10,betterrotator,javascript;the-server-side;graphic-design,danbenjamin,Dan Benjamin,A Better Image Rotator,"The first image rotator made it easy to generate a random image on a web page, even if you had never worked with PHP before. The new, more powerful (but still dead easy) version uses a simple configuration file to create custom links, alt tags, titles, and even CSS styles for each image. Plus it handles differently sized images without a hiccup. Enjoy!",2004
2004-07-13,hotlinking,the-server-side,thomasscott,Thomas Scott,Smarter Image Hotlinking Prevention,"Most web professionals are all too aware of the problems caused by hotlinkers. Leechers. Bandwidth thieves. People who use images hosted on your web server on their own pages. With PHP and mod_rewrite, you can disallow embedding and allow linking while automatically creating gallery pages for those direct linkers.",2004
2004-06-29,horizdropdowns,browsers;css;html;layout-grids,nickrigby,Nick Rigby,"Drop-Down Menus, Horizontal Style","Multi-tiered drop-down menus can be a hassle to build and maintain — especially when they rely on big, honking chunks of JavaScript. Nick Rigby presents a way to handle this common navigation element with a cleanly structured XHTML list, straightforward CSS, and only a few concessions to browser quirks.",2004
2004-06-15,dynanav,css;html;javascript;interaction-design,chrisheilmann,Christian Heilmann,Dynamically Conjuring Drop-Down Navigation,"Got content? Got pages and pages of content? Wouldn’t it be nice if you could offer your readers a drop-down menu providing instant access to any page, without having to sit down and program the darned thing? By marrying a seemingly forgotten XHTML element to simple, drop-in JavaScript, Christian Heilmann shows how to do just that. There’s even a PHP backup for those whose browsers lack access to JavaScript. Turn on, tune in, drop-down.",2004
2004-06-15,dynatext,css;html;javascript;the-server-side;graphic-design;typography-web-fonts;accessibility,stewartrosenberger,Stewart Rosenberger,Dynamic Text Replacement,"Let your server do the walking! Whether you’re replacing one headline or a thousand, Stewart Rosenberger’s Dynamic Text Replacement automatically swaps XHTML text with an image of that text, consistently displayed in any font you own. The markup is clean, semantic, and accessible. No CSS hacks are required, and you needn’t open Photoshop or any other image editor. Read about it today; use it on personal and commercial web projects tomorrow.",2004
2004-05-21,printyourway,browsers;css;graphic-design;accessibility,derekfeatherstone,Derek Featherstone,Print It Your Way,"Because ALA’s readers are web users as well as designers and developers, we offer this tidbit from Derek Featherstone on creating user stylesheets to print articles to your own specifications.",2004
2004-05-21,onionskin,browsers;css;graphic-design,brianwilliams,Brian Williams,Onion Skinned Drop Shadows,"Animators use onion skinning to render a snapshot of motion across time. Now, web designers can use this technique to create the truly extensible CSS-based drop shadow.",2004
2004-05-14,separationdilemma,css;html;graphic-design;project-management,michaelcohen,Michael Cohen,Separation: The Web Designer’s Dilemma,Presentation separated from structure. Structure separated from content. The foot bone connected to the ... what were we talking about? Michael Cohen steps in to examine our assumptions and relieve our separation anxiety.,2004
2004-05-07,artdirweb,brand-identity;graphic-design,stephenhay,Stephen Hay,Art Direction and the Web,"If design lives in the details, art direction’s turf is the Big Idea. Stephen Hay introduces the principles and techniques of the art director, and shows how art directional concepts can shape memorable user experiences.",2004
2004-04-30,wiwa,accessibility,trentonmoss,Trenton Moss,What Is Web Accessibility?,"While the methods we use to create accessible websites can be complex, the essential principles are simple: consider the obstacles your site presents to users who approach it differently than you do, then remove as many of those obstacles as you can. Trenton Moss provides a quick overview.",2004
2004-04-30,mountaintop,css;graphic-design,dancederholm,Dan Cederholm,Mountaintop Corners,"Most of us have experience creating “rounded” corners by erasing pixels. It’s a rudimentary web design technique — or so we always thought. But in the hands of Dan Cederholm, author of Web Standards Solutions, this seemingly simple technique paves the way for boxes and borders that can change sizes and colors at your whim.",2004
2004-04-23,cssdrop2,browsers;css;graphic-design,sergiovillarreal,Sergio Villarreal,CSS Drop Shadows II: Fuzzy Shadows,"Picking up where Part I left off, in Part II designer Sergio Villarreal takes his standards-compliant drop-shadow to the next level by producing warm and fuzzy shadows.",2004
2004-04-16,eatcake,browsers;javascript;accessibility;usability,agustafson,Aaron Gustafson,Let Them Eat Cake,"A growing debate pits accessibility against usability. From our point of view, it’s like pitting peanut butter against jelly. This article helps you create a page that is both usable and accessible, saving readers the trouble of scrolling with a little help from JavaScript and the Document Object Model.",2004
2004-04-16,balloon,business;project-management,joedistefano,Joe Di Stefano,"The Problem, the Balloon, and the Four Bedroom House","Without a problem, there is no project. Where there is a problem, however, there is a stakeholder who is desperate for a solution and who has a delivery deadline — which is normally sometime yesterday. Find out how a good process can tame even the most unruly project.",2004
2004-04-09,accessuk,business;accessibility,trentonmoss,Trenton Moss,Web Accessibility and UK Law: Telling It Like It Is,"There’s been widespread speculation about the new legislation being introduced in the UK, which is intended to ensure that websites are accessible to people with disabilities. This article examines how these new laws will affect the way you design in the real world.",2004
2004-04-09,relafont,browsers;css;html;javascript;typography-web-fonts;accessibility,bojanmihelac,Bojan Mihelac,Power To The People: Relative Font Sizes,"Relative font sizes may make websites more accessible — but they’re not much help unless the person using the site can find a way to actually change text size. Return control to your audience using this simple, drop-in solution.",2004
2004-03-26,cssemail,browsers;css,markwyner,Mark Wyner,"CSS and Email, Kissing in a Tree","Despite prevailing wisdom to the contrary, you can safely deploy HTML emails styled with good old-fashioned CSS. If you’re not content to roll over and use font tags in your HTML emails, read on.",2004
2004-03-26,tableruler,css;html;javascript;usability,chrisheilmann,Christian Heilmann,The Table Ruler,"Make your site easier to use by giving your visitors a virtual “ruler” to guide and track their progress down long data tables. With a pinch of JavaScript and a dash of the DOM, your table rows will light up as your visitors hover over them.",2004
2004-03-19,popuplinks,html;javascript;accessibility;usability,caiochassot,Caio Chassot,Accessible Pop-up Links,Sometimes we have to use pop-ups — so we might as well do them right. This article will show you how to make them more accessible and reliable while simplifying their implementation.,2004
2004-03-05,zebratables,css;html;javascript;graphic-design,davidmiller,David F. Miller,Zebra Tables,"While misused tables are becoming increasingly rare, the table retains a legitimate role in data formatting. A little CSS and JavaScript magic can make tables better at what they do best: displaying tabular data.",2004
2004-03-05,sprites,browsers;css;html,daveshea,Dave Shea,CSS Sprites: Image Slicing’s Kiss of Death,"Say goodbye to old-school slicing and dicing when creating image maps, buttons, and navigation menus. Instead, say hello to a deceptively simple yet powerful sprite-based CSS solution.",2004
2004-02-27,customcorners2,css;html;graphic-design;layout-grids,sorenmadsen,Søren Madsen,CSS Design: Creating Custom Corners & Borders Part II,"Part I showed how to create fluid, dynamic CSS layouts with customized borders and corners. Part II advances to the next level, extending the technique to work with more complicated backgrounds such as gradients and patterns.",2004
2004-02-27,cssdropshadows,browsers;css;graphic-design,sergiovillarreal,Sergio Villarreal,CSS Drop Shadows,"Much used, oft maligned but always popular, drop shadows are a staple of graphic design. Although easy to accomplish with image-editing software, they’re not of much use in the fast-changing world of web design … until now.",2004
2004-02-20,helpingvisitors,writing;usability,nickusborne,Nick Usborne,Helping Your Visitors: a State of Mind,"Even the simplest website is harder to figure out than a catalog or magazine. We all know how to “use” a catalog: start at the front cover and keep turning the pages. But with every new site we visit, we have to “learn” how it works, how its “pages” turn, how to find what we’re looking for. Text that takes visitors’ needs into account can help guide them through the maze.",2004
2004-02-20,designingforcontext,browsers;css;interaction-design;usability,joshuaporter,Joshua Porter,Designing for Context with CSS,The medium is the message: Imagine providing unique information exclusively for people who read your site via a web-enabled cell phone — then crafting a different message for those who are reading a printout instead of the screen. Let your context guide your content. All it takes is some user-centric marketing savvy and a dash of CSS.,2004
2004-02-06,imagegallery,html;javascript,jeremykeith,Jeremy Keith,JavaScript Image Gallery,Making an online gallery of pictures should be a quick process. The gap between snapping some pictures and publishing them on the web ought to be a short one. Here’s a quick and easy way of making a one-page gallery that uses JavaScript to load images and their captions on the fly.,2004
2004-02-06,footers,css;html;javascript;layout-grids,bobbyvandersluis,Bobby van der Sluis,Exploring Footers,"With old-school table layout methods, vertical positioning is a piece of cake. With CSS layout, it’s a piece of something else. New ALA contributing writer Bobby van der Sluis shows how  to regain control of footers and other vertically positioned layout elements via CSS, JavaScript, and the DOM.",2004
2004-02-02,customunderlines,css;html;graphic-design,stuartrobertson,Stuart Robertson,CSS Design: Custom Underlines,"While web designers generally have a great deal  of control over how a document should be presented, basic CSS doesn’t provide many options for the style of underlines below the links on a page. But with a few nips and tucks, you can take back creative control of the way your links look. Frequent ALA contributor Stuart Robertson shows how.",2004
2004-02-02,oz,industry,brianalvey,Brian Alvey,Everything I Need To Know About Web Design I Learned Watching Oz,"Making it as a web designer is like staying alive in the slammer. So before you sharpen your Photoshop skills or crack open that new book on crafting more effective customer experiences, you’d be well advised to catch a few reruns of HBO’s Oz. ALA system designer Brian Alvey points out the parallels between a successful career in web design and the popular prison drama.",2004
2004-01-16,perfect404,javascript;the-server-side;usability,ianlloyd,Ian Lloyd,The Perfect 404,"No matter how carefully you design and structure your site, visitors will sometimes request missing, moved, or non-existent pages. A well tempered 404 error page will plunge these visitors back into the flow of your site. Ian Lloyd shares strategies for crafting the perfect 404.",2004
2004-01-09,elastic,css;layout-grids;typography-web-fonts,patrickgriffiths,Patrick Griffiths,Elastic Design,"Not quite liquid, yet not fixed-width either, Elastic Design combines the strengths of both. Done well, it can enhance accessibility, exploit neglected monitor and browser capabilities, and freshen your creative juices as a designer. Patrick Griffiths shows how to start.",2004
2004-01-09,fauxcolumns,css;layout-grids,dancederholm,Dan Cederholm,Faux Columns,It’s a beginning CSS designer’s nightmare and a frequently asked question at ALA: Multi-column CSS layouts can run into trouble when one of the columns stops short of its intended length. Here’s a simple solution.,2004
2003-12-12,imagemap,css;html;interaction-design,stuartrobertson,Stuart Robertson,Night of the Image Map,CSS design from beyond the grave: all the secret ingredients you’ll need to resurrect the image map using CSS and structurally sensible XHTML.,2003
2003-12-04,slashdot2,browsers;css;html;accessibility,danielm.frommelt,Daniel M. Frommelt,Retooling Slashdot with Web Standards Part II,"In Part I, we showed how Slashdot could save money and reduce bandwidth requirements by converting to semantic XHTML markup and CSS layout. In Part II, we explore how standards-compliant markup and deft use of CSS could make Slashdot and your sites play nicely in print and on handheld devices.",2003
2003-12-04,customcorners,css;graphic-design,sorenmadsen,Søren Madsen,CSS Design: Creating Custom Corners & Borders,"Must CSS layouts be boxy and hard-edged? In this article, we’ll show how customized borders and corners can be applied to fully fluid and flexible layouts with dynamic content, using sound and semantically logical markup.",2003
2003-11-21,javascriptreplacement,css;html;javascript;interaction-design,chrisheilmann,Christian Heilmann,JavaScript Image Replacement,Perhaps it’s time to consider the ups and downs of a JavaScript-based alternative to the Fahrner Image Replacement technique. This version uses plain vanilla XHTML with no special IDs or CSS tricks.,2003
2003-11-21,slashdot,browsers;css;html;accessibility,danielm.frommelt,Daniel M. Frommelt,Retooling Slashdot with Web Standards,A look at the markup behind Slashdot.org  demonstrates how simple and cost-effective the switch to a standards-compliant Slashdot could be. (Part I of a two-part series.),2003
2003-11-14,tacklingusability,project-management;usability,zeldman,Jeffrey Zeldman,Tackling Usability Gotchas in Large-scale Site Redesigns,Redesigns can solve old usability problems while creating new ones that must be solved in turn. From the lessons of the ALA 3.0 redesign comes this quick study in remapping content without frustrating readers.,2003
2003-11-14,saveaccessibility,industry;accessibility,joeclark,Joe Clark,How to Save Web Accessibility from Itself,"An upcoming revision to the Web Accessibility Guidelines is in danger of becoming unrealistically divorced from real-world web development, yielding guidelines that are at once too vague and too specific. Your expertise and input can help create realistic guidelines that work.",2003
2003-11-07,dropdowns,browsers;css;html;javascript;accessibility;interaction-design,patrickgriffiths;danwebb,Patrick Griffiths;Dan Webb,Suckerfish Dropdowns,"Teach your smart little menus to do the DHTML dropdown dance without sacrificing semantics, accessibility, or standards compliance or writing clunky code.",2003
2003-11-07,keepingcurrent,html;the-server-side;interaction-design;usability,jasonpearce,Jason Pearce,Keeping Navigation Current With PHP,Turning unordered lists into elegant navigational menus has become a new favorite pastime for many web designers. A dash of PHP can add intelligence to your CSS-styled menu.,2003
2003-11-07,hammers,writing;business;state-of-the-web,nickusborne,Nick Usborne,"A Fairy, a Low-Fat Bagel, and a Sack of Hammers",Never underestimate the importance of words on the web.,2003
2003-10-30,startingabusiness,business,kevinpotts,Kevin Potts,Starting a Business: Advice from the Trenches,"Did that last “fire your boss” spam push you over the edge? Do your wish-fulfillment dreams revolve around letterhead, legal entities, and avoiding arrest for tax evasion? If you’re crazy enough to start your own business, Kevin Potts wants you to learn from his mistakes.",2003
2003-10-30,slidingdoors2,css;html;interaction-design,douglasbowman,Douglas Bowman,"Sliding Doors of CSS, Part II","In Sliding Doors of CSS Part I, Douglas Bowman introduced a new technique for creating visually stunning interface elements with simple, text-based, semantic markup. In Part  II, he pushes the technique even further  with rollovers, a fix for IE/Win’s CSS bugs, and lots more.",2003
2003-10-20,randomizer,html;the-server-side;graphic-design,danbenjamin,Dan Benjamin,Random Image Rotation,"Readers return to sites that appear fresh and new on each visit. On a news site, magazine, or blog, stories or headlines will be updated frequently. But how can static sites keep that fresh feeling? Dan Benjamin’s free image randomizer may do the trick, and you needn’t be a programmer to install it.",2003
2003-10-20,slidingdoors,css;html;interaction-design,douglasbowman,Douglas Bowman,Sliding Doors of CSS,"Image-driven, visually compelling user interfaces. Text-based, semantic markup. Now you can have both! Douglas Bowman’s sliding doors method of CSS design offers sophisticated graphics that squash and stretch while delivering meaningful XHTML text. Have your cake and eat it, too!",2003
2003-10-20,fir,browsers;css;accessibility,joeclark,Joe Clark,Facts and Opinion About Fahrner Image Replacement,Fahrner Image Replacement and its analogues aim to combine the benefits of high design with the requirements of accessibility. But how well do these methods really work? Accessibility expert Joe Clark digs up much-needed empirical data on how FIR works (and doesn’t) in leading screen readers.,2003
2003-09-01,seo,css;html;business,brandonolejniczak,Brandon Olejniczak,Using XHTML/CSS for an Effective SEO Campaign,Improve your search engine ranking by harnessing the benefits of well-authored XHTML and using CSS to boost your code-to-content ratio.,2003
2003-06-16,accesskeys,browsers;css;html;accessibility,stuartrobertson,Stuart Robertson,Accesskeys: Unlocking Hidden Navigation,"Your favorite applications have shortcut keys. So can your site, thanks to the XHTML accesskey attribute. Accesskeys make sites more accessible for people who cannot use a mouse. Unfortunately, almost no designer uses accesskeys, because, unless they View Source, most visitors can’t tell that you’ve put these nifty navigational shortcuts to work on your site. In this issue, Stuart Robertson unlocks the secret of providing visible accesskey  shortcuts.",2003
2003-06-06,typepad,html;project-management;workflow-tools,zeldman;anildash,Jeffrey Zeldman;Anil Dash,A Standards-Compliant Publishing Tool for the Rest of Us?,"Jeffrey Zeldman interviews Anil Dash about TypePad, the standards-compliant publishing tool from the creators of Movable Type.",2003
2002-12-21,pngopacity,browsers;html;javascript,michaellovitt,Michael Lovitt,Cross-Browser Variable Opacity with PNG: A Real Solution,"Think you’re stuck with wimpy GIFs and their rigid binary transparency? Well, think again, Sunshine. Michael Lovitt shows how to overcome flaky browser support for PNG so you can take advantage of this graphic format’s lossless compression, alpha transparency, and variable opacity.",2002
2002-11-15,flexiblelayouts,css;html;javascript;layout-grids,dugfalby,Dug Falby,Flexible Layouts with CSS Positioning,"Want to spend less time  on CSS hacking and more time on design? Need your site to look as good on a 160x160 PDA screen as it does on a 1024x768 PC monitor?  In Flexible Layouts with CSS Positioning, designer Dug Falby shares two techniques for practical grid-building.",2002
2002-11-09,flashsatay,html,drewmclellan,Drew McLellan,Flash Satay: Embedding Flash While Supporting Standards,"By default, Macromedia Flash generates HTML that is invalid (but it works). Can you have your Flash and web standards, too? Drew McLellan has found a way to embed Flash content using only valid tags and attributes.",2002
2002-11-01,inlinexml,html;the-server-side,lachlancannon,Lachlan Cannon,Inline XML,"What’s in a namespace? For one thing, the power to use multiple XML languages in a single document. Lachlan Cannon explains how inline XML can extend the capability of your sites.",2002
2002-10-13,business4,business,scottkramer,Scott Kramer,This Web Business IV: Business Entity Options,"You’ve mastered Photoshop, Flash, CSS, PHP, ASP, XHTML and JavaScript; studied usability, accessibility, and information architecture; and can fake your way through XML. But there’s more to running a web  business than that. Part Four of a continuing series.",2002
2002-10-13,phpswitch,css;the-server-side;interaction-design,chrisclark,Chris Clark,Build a PHP Switcher,"ALA’s open source style sheet switchers are swell as long as your visitors use compliant browsers and have JavaScript turned on. But what if they don’t? Perhaps, this: Chris Clark tells how to build a cross-browser, backward-compatible, forward-compatible, standards-compliant style sheet switcher in just five lines of code.",2002
2002-09-27,taminglists,css;html;layout-grids,marknewhouse,Mark Newhouse,CSS Design: Taming Lists,Do you crave the disciplined order of proper (X)HTML lists but long for control over their presentation? You can put a stop to their wild ways and bad behavior. Mark Newhouse shows you how to tame those lists by making them submit to your CSS while maintaining logical HTML structure.,2002
2002-09-20,scopecreep,project-management,halhelms,Hal Helms,In Defense of Scope Creep,"Scope creep seems inevitable. Our attempts to gather our clients’ requirements early on often seems a futile effort. Scope creep distorts our carefully structured schedules, making project managers weep.  Have we run out of strategies for fighting this evil scourge? Is it hopeless? Maybe not. Maybe, thinks Hal Helms, it can even be beneficial.",2002
2002-08-16,writeliving,writing,markbernstein,Mark Bernstein,10 Tips on Writing the Living Web,"Your information architecture is as smooth, clear, and inviting as a lake. Your design rocks. Your code works. But what keeps readers coming back is compelling writing that’s continually fresh and new. Updating daily content can challenge the most dedicated scribe or site owner. Mark Bernstein’s ten tips will help you keep the good words (and readers) coming.",2002
2002-08-09,phpcms,css;html;the-server-side,christopherrobbins,Christopher Robbins,Manage Your Content With PHP,"XHTML for structured markup. CSS for presentation. What more could you ask? How about an easy way to manage your site, using free, open-source tools? Christopher Robbins shows how to use PHP to build an intro-level, template-driven system that handles site maintenance chores and remembers your visitors’ preferences.",2002
2002-07-19,usingxml,html,j.davideisenberg,J. David Eisenberg,Using XML,"More than a rulebook for generating your own markup, XML is part of a family of technologies that work together in powerful ways. Eisenberg demonstrates some of that power by creating an XML-based markup language from scratch and transforming it for a variety of formats, using nothing but his noggin and some off-the-shelf tools.",2002
2002-06-22,pickle,project-management,jeremywright,Jeremy Wright,Time Management: The Pickle Jar Theory,"Time management theories come and go, and we’re glad when most of them leave. But this one caught our fancy. No charts, no grids, no five-syllable words, just a simple idea that can help you get more done with less stress. New ALA contributing writer Jeremy Wright uncorks the Pickle Jar Theory of Time Management.",2002
2002-05-24,simplecontentmanagement,the-server-side,chrisross-gill,Chris Ross-Gill,Simple Content Management,"Build a simple, expandable, client-side content management system in REBOL.",2002
2002-05-24,spam,html;javascript;the-server-side,danbenjamin,Dan Benjamin,Win the SPAM Arms Race,"SPAM is evil, moronic, and pervasive, but help is on the way. All it takes is a bit of JavaScript, a smidgen of PHP, and the ten minutes it takes to read this short, sweet tutorial. Reduce dreck mail with Dan Benjamin’s easy-to-implement address encoder.",2002
2002-05-10,goingtoprint,css;layout-grids,emeyer,Eric Meyer,CSS Design: Going to Print,"Say no to “printer-friendly” versions and yes to printer-specific style sheets. CSS expert Eric Meyer shows how to conceive and design print style sheets that automatically format web content for off-screen delivery. Includes tips on hiding inappropriate content, styling text for the printer, and displaying the URL of every link on the page.",2002
2002-04-26,flashmxmoving,accessibility,andrewkirkpatrick,Andrew Kirkpatrick,Flash MX: Moving Toward Accessible Rich Media,"Andrew Kirkpatrick of the CPB/WGBH National Center for Accessible Media tackles Flash MX from the developer’s perspective, showing how authors can more easily generate accessible Flash content, and where roadblocks remain.",2002
2002-04-26,flashmxclarifying,browsers;accessibility,joeclark,Joe Clark,Flash MX: Clarifying the Concept,"In a detailed survey, accessibility obsessive Joe Clark evaluates Flash MX (authoring tool and player) in the context of the often confusing WAI and Section 508 guidelines, finds some things to cheer about, and draws a roadmap for future improvements.",2002
2002-04-12,doctype,css;html;layout-grids,zeldman,Jeffrey Zeldman,Fix Your Site With the Right DOCTYPE!,"You’ve done everything right, but your site is breaking in the latest browsers. A faulty DOCTYPE is likely to blame. This essential ALA article will provide you with DOCTYPEs that work, enabling you to fix your site with just one tag.",2002
2002-03-22,tools,business;industry;accessibility,christopherschmitt,Christopher Schmitt,"Accessibility, Web Standards, and Authoring Tools","With the advent of more compliant web browsers, the quest for standards shifts to the tools pros use to build sites. Christopher Schmitt spoke with Adobe and Macromedia for the low-down on web standards, accessibility, and authoring tools.",2002
2002-03-22,dreamweaver,html;workflow-tools,carriebickner,Carrie Bickner,Modifying Dreamweaver to Produce Valid XHTML,You don’t have to wait for Dreamweaver 5 (or 6) to squeeze valid XHTML out of  the web’s most popular visual editor. Carrie Bickner’s illustrated tutorial will show you how to modify Dreamweaver to make it a standards–friendly authoring tool.,2002
2002-03-08,rollovers,css;html;interaction-design,murtaugh,Tim Murtaugh,CSS Design: Mo’ Betta Rollovers,"Design smarter, faster, better rollovers with CSS.",2002
